donation_id,donor_id,donation_date,amount,campaign_id,payment_method,gift_type,gift_aid_claimed
40579,6607,2026-04-13,14.84,145.0,SEPA-Lastschrift,Regular,No
40580,6607,2026-10-11,13.35,141.0,SEPA-Lastschrift,Regular,Yes
40581,6607,2026-02-11,18.54,144.0,SEPA-Lastschrift,Regular,No
40582,6607,2024-12-21,14.84,124.0,SEPA-Lastschrift,Regular,Yes
40583,6607,2025-09-30,16.49,135.0,SEPA-Lastschrift,Regular,Yes
40584,6607,2026-01-04,11.86,132.0,SEPA-Lastschrift,Regular,No
40585,6607,2025-02-18,17.75,136.0,Überweisung,Regular,No
40586,6607,2024-06-13,7.66,126.0,Kreditkarte,Regular,Yes
40587,6607,2024-05-27,26.62,125.0,SEPA-Lastschrift,Regular,Yes
40588,6607,2025-04-20,12.37,134.0,SEPA-Lastschrift,Regular,Yes
40589,6607,2024-06-03,15.88,126.0,SEPA-Lastschrift,One-off,Yes
40590,6607,2026-10-18,22.99,141.0,SEPA-Lastschrift,Regular,No
40591,6608,2024-02-06,46.45,,Kreditkarte,One-off,Yes
40592,6608,2025-01-01,44.15,124.0,SEPA-Lastschrift,One-off,No
40593,6608,2026-03-26,53.23,145.0,Überweisung,One-off,No
40594,6608,2026-03-19,41.34,145.0,SEPA-Lastschrift,One-off,No
40595,6608,2024-04-28,58.38,125.0,SEPA-Lastschrift,One-off,Yes
40596,6608,2024-05-09,41.12,131.0,Überweisung,One-off,Yes
40597,6608,2025-04-05,53.12,133.0,SEPA-Lastschrift,One-off,Yes
40598,6608,2025-07-18,52.82,138.0,Kreditkarte,One-off,Yes
40599,6609,2021-12-23,57.89,,SEPA-Lastschrift,One-off,Yes
40600,6610,2025-08-14,13.02,,Kreditkarte,One-off,Yes
40601,6610,2026-12-08,11.3,140.0,Überweisung,One-off,Yes
40602,6611,2026-01-23,30.91,,SEPA-Lastschrift,One-off,Yes
40603,6612,2025-02-21,32.46,,SEPA-Lastschrift,One-off,Yes
40604,6613,2026-10-09,23.62,,PayPal,One-off,Yes
40605,6614,2026-11-12,18.67,,PayPal,One-off,Yes
40606,6615,2025-05-18,35.99,,PayPal,One-off,Yes
40607,6616,2023-06-28,36.46,,Kreditkarte,One-off,Yes
40608,6617,2021-04-30,33.92,,Kreditkarte,One-off,No
40609,6617,2022-02-02,68.99,112.0,SEPA-Lastschrift,One-off,Yes
40610,6617,2022-11-24,36.53,108.0,Überweisung,One-off,Yes
40611,6617,2024-03-22,36.85,129.0,PayPal,One-off,No
40612,6617,2026-12-10,71.33,,Überweisung,One-off,No
40613,6619,2021-04-28,63.31,,Kreditkarte,One-off,No
40614,6619,2024-05-13,61.39,125.0,SEPA-Lastschrift,One-off,Yes
40615,6619,2022-01-27,29.94,112.0,SEPA-Lastschrift,One-off,No
40616,6619,2025-05-08,76.51,137.0,Überweisung,One-off,No
40617,6619,2026-05-11,66.7,142.0,SEPA-Lastschrift,One-off,Yes
40618,6620,2024-05-02,55.09,,SEPA-Lastschrift,One-off,No
40619,6621,2024-09-20,84.65,,SEPA-Lastschrift,Regular,No
40620,6621,2026-11-05,260.73,143.0,SEPA-Lastschrift,Regular,Yes
40621,6621,2026-10-04,227.35,141.0,SEPA-Lastschrift,Regular,Yes
40622,6621,2025-04-08,140.95,133.0,PayPal,Regular,Yes
40623,6621,2025-10-18,159.8,135.0,SEPA-Lastschrift,Regular,No
40624,6621,2026-03-19,221.2,145.0,SEPA-Lastschrift,Regular,Yes
40625,6621,2026-05-17,167.75,142.0,SEPA-Lastschrift,Regular,No
40626,6621,2026-05-14,216.37,147.0,SEPA-Lastschrift,Regular,No
40627,6621,2025-12-26,239.56,132.0,SEPA-Lastschrift,Regular,Yes
40628,6621,2026-11-21,152.24,140.0,SEPA-Lastschrift,Regular,Yes
40629,6621,2026-04-27,173.02,142.0,SEPA-Lastschrift,Regular,Yes
40630,6621,2026-09-20,199.86,141.0,SEPA-Lastschrift,One-off,Yes
40631,6621,2026-11-30,165.48,140.0,PayPal,Regular,Yes
40632,6621,2026-01-05,158.56,144.0,SEPA-Lastschrift,Regular,Yes
40633,6621,2025-07-07,124.9,138.0,SEPA-Lastschrift,Regular,Yes
40634,6621,2026-09-22,219.0,141.0,SEPA-Lastschrift,Regular,Yes
40635,6621,2026-10-18,145.27,143.0,SEPA-Lastschrift,Regular,No
40636,6621,2025-05-18,188.75,139.0,SEPA-Lastschrift,Regular,Yes
40637,6621,2026-02-16,272.27,144.0,SEPA-Lastschrift,Regular,No
40638,6621,2026-06-04,170.83,142.0,SEPA-Lastschrift,Regular,No
40639,6621,2026-06-04,271.08,142.0,SEPA-Lastschrift,Regular,Yes
40640,6621,2026-04-02,165.85,145.0,SEPA-Lastschrift,Regular,Yes
40641,6622,2026-11-30,47.36,,Überweisung,One-off,No
40642,6623,2025-05-27,11.88,,Überweisung,One-off,No
40643,6624,2021-09-24,8.51,,SEPA-Lastschrift,One-off,No
40644,6625,2025-02-02,57.03,,Überweisung,One-off,Yes
40645,6627,2026-06-21,33.36,,Kreditkarte,One-off,No
40646,6627,2026-11-26,11.65,140.0,SEPA-Lastschrift,One-off,Yes
40647,6628,2024-11-22,10.05,,Kreditkarte,One-off,No
40648,6629,2024-12-18,36.65,,SEPA-Lastschrift,One-off,No
40649,6629,2025-06-27,19.25,138.0,SEPA-Lastschrift,One-off,No
40650,6629,2026-09-22,22.88,141.0,Überweisung,One-off,No
40651,6629,2025-06-26,38.32,138.0,SEPA-Lastschrift,One-off,No
40652,6631,2026-04-12,32.62,,SEPA-Lastschrift,Regular,Yes
40653,6631,2026-07-27,36.84,146.0,SEPA-Lastschrift,Regular,Yes
40654,6632,2021-09-08,66.01,,SEPA-Lastschrift,Regular,Yes
40655,6632,2026-11-12,69.97,143.0,SEPA-Lastschrift,Regular,Yes
40656,6632,2022-08-05,67.48,115.0,SEPA-Lastschrift,Regular,Yes
40657,6632,2022-11-12,70.99,108.0,SEPA-Lastschrift,Regular,Yes
40658,6632,2026-12-15,52.04,140.0,SEPA-Lastschrift,Regular,Yes
40659,6632,2023-09-03,60.56,117.0,SEPA-Lastschrift,Regular,No
40660,6632,2022-05-24,64.77,110.0,SEPA-Lastschrift,Regular,Yes
40661,6632,2022-03-11,60.61,112.0,SEPA-Lastschrift,Regular,No
40662,6632,2024-06-08,115.97,126.0,SEPA-Lastschrift,Regular,No
40663,6632,2025-04-11,65.78,137.0,SEPA-Lastschrift,Regular,Yes
40664,6632,2022-07-01,37.51,110.0,SEPA-Lastschrift,Regular,No
40665,6632,2026-10-20,43.12,141.0,SEPA-Lastschrift,Regular,Yes
40666,6632,2025-12-13,68.73,132.0,SEPA-Lastschrift,Regular,Yes
40667,6632,2021-11-14,61.69,100.0,SEPA-Lastschrift,Regular,Yes
40668,6632,2026-09-24,60.63,143.0,SEPA-Lastschrift,Regular,Yes
40669,6633,2026-03-02,6.42,,Überweisung,One-off,No
40670,6633,2026-12-07,5.45,140.0,Kreditkarte,One-off,No
40671,6634,2024-03-13,17.43,,Überweisung,One-off,Yes
40672,6635,2026-05-24,13.61,,SEPA-Lastschrift,One-off,Yes
40673,6636,2026-10-18,9.12,,SEPA-Lastschrift,One-off,No
40674,6637,2025-10-08,39.23,,Überweisung,One-off,Yes
40675,6638,2021-12-09,27.3,,SEPA-Lastschrift,Regular,No
40676,6638,2022-10-03,8.08,109.0,SEPA-Lastschrift,Regular,Yes
40677,6638,2025-12-19,40.65,132.0,Überweisung,Regular,No
40678,6638,2022-06-16,22.62,110.0,SEPA-Lastschrift,Regular,No
40679,6638,2024-11-23,34.53,124.0,SEPA-Lastschrift,Regular,Yes
40680,6638,2023-11-10,21.16,116.0,SEPA-Lastschrift,Regular,Yes
40681,6638,2023-10-03,36.47,119.0,SEPA-Lastschrift,Regular,Yes
40682,6638,2024-12-23,35.91,124.0,SEPA-Lastschrift,One-off,Yes
40683,6638,2026-05-21,41.72,142.0,SEPA-Lastschrift,Regular,Yes
40684,6638,2026-04-15,23.53,145.0,Überweisung,Regular,Yes
40685,6638,2025-12-15,23.0,132.0,SEPA-Lastschrift,Regular,No
40686,6638,2025-09-28,37.66,135.0,PayPal,Regular,Yes
40687,6638,2025-03-22,26.82,133.0,SEPA-Lastschrift,Regular,Yes
40688,6638,2022-12-09,31.63,108.0,SEPA-Lastschrift,Regular,No
40689,6638,2024-07-06,37.8,130.0,SEPA-Lastschrift,Regular,Yes
40690,6638,2024-05-08,33.06,131.0,SEPA-Lastschrift,Regular,Yes
40691,6638,2022-11-11,30.59,108.0,SEPA-Lastschrift,Regular,Yes
40692,6638,2023-11-12,23.69,116.0,Überweisung,Regular,No
40693,6638,2024-05-11,49.49,131.0,SEPA-Lastschrift,Regular,No
40694,6638,2026-07-21,26.31,146.0,SEPA-Lastschrift,Regular,No
40695,6638,2023-11-12,28.72,116.0,SEPA-Lastschrift,Regular,Yes
40696,6638,2022-08-04,15.79,115.0,SEPA-Lastschrift,Regular,No
40697,6638,2026-06-21,25.52,146.0,SEPA-Lastschrift,Regular,No
40698,6638,2026-11-30,19.4,140.0,Kreditkarte,Regular,Yes
40699,6638,2024-06-07,20.79,126.0,SEPA-Lastschrift,Regular,Yes
40700,6638,2023-05-27,51.23,118.0,SEPA-Lastschrift,Regular,No
40701,6638,2025-12-30,36.06,132.0,SEPA-Lastschrift,Regular,No
40702,6638,2026-12-29,24.42,140.0,SEPA-Lastschrift,Regular,No
40703,6638,2026-10-09,44.57,141.0,SEPA-Lastschrift,Regular,Yes
40704,6638,2022-01-18,14.25,112.0,SEPA-Lastschrift,Regular,Yes
40705,6639,2023-04-19,15.94,,SEPA-Lastschrift,One-off,Yes
40706,6640,2025-07-22,15.24,,Überweisung,One-off,No
40707,6641,2025-06-01,28.85,,Überweisung,One-off,No
40708,6642,2022-08-08,24.35,,SEPA-Lastschrift,One-off,No
40709,6642,2026-06-21,21.25,146.0,PayPal,One-off,No
40710,6642,2026-11-18,22.2,140.0,SEPA-Lastschrift,One-off,Yes
40711,6642,2026-10-24,12.17,141.0,Überweisung,One-off,Yes
40712,6642,2022-10-08,22.83,111.0,Überweisung,One-off,Yes
40713,6642,2025-01-11,25.88,136.0,Kreditkarte,One-off,No
40714,6642,2024-11-09,22.48,127.0,SEPA-Lastschrift,One-off,Yes
40715,6642,2023-12-23,21.15,116.0,Überweisung,One-off,No
40716,6642,2026-03-29,22.62,145.0,SEPA-Lastschrift,One-off,Yes
40717,6642,2026-12-16,16.17,,SEPA-Lastschrift,One-off,No
40718,6642,2025-06-23,36.94,138.0,Überweisung,One-off,Yes
40719,6642,2023-12-06,20.77,116.0,SEPA-Lastschrift,One-off,No
40720,6642,2024-07-23,19.18,130.0,SEPA-Lastschrift,One-off,No
40721,6643,2026-03-17,9.45,,Überweisung,One-off,No
40722,6643,2026-06-10,9.2,142.0,Kreditkarte,One-off,Yes
40723,6644,2022-11-18,54.39,,SEPA-Lastschrift,Regular,No
40724,6644,2026-10-07,20.13,141.0,SEPA-Lastschrift,Regular,No
40725,6644,2026-11-11,51.58,140.0,SEPA-Lastschrift,One-off,No
40726,6644,2023-01-26,26.5,120.0,SEPA-Lastschrift,Regular,Yes
40727,6644,2026-05-12,22.34,147.0,SEPA-Lastschrift,Regular,Yes
40728,6644,2024-03-17,55.91,128.0,SEPA-Lastschrift,Regular,No
40729,6644,2024-11-28,52.88,124.0,SEPA-Lastschrift,Regular,No
40730,6644,2023-12-03,13.02,116.0,SEPA-Lastschrift,One-off,Yes
40731,6644,2024-04-10,50.86,129.0,SEPA-Lastschrift,Regular,No
40732,6644,2026-06-29,44.48,146.0,SEPA-Lastschrift,Regular,Yes
40733,6644,2024-05-14,44.14,125.0,SEPA-Lastschrift,Regular,No
40734,6644,2025-03-20,28.3,133.0,SEPA-Lastschrift,Regular,No
40735,6644,2023-11-19,43.34,116.0,SEPA-Lastschrift,Regular,Yes
40736,6644,2025-03-27,45.49,137.0,SEPA-Lastschrift,One-off,No
40737,6644,2023-12-21,34.64,116.0,SEPA-Lastschrift,Regular,Yes
40738,6644,2023-03-26,56.99,120.0,SEPA-Lastschrift,Regular,No
40739,6644,2026-10-04,7.69,141.0,PayPal,Regular,Yes
40740,6644,2025-12-26,34.87,132.0,SEPA-Lastschrift,Regular,Yes
40741,6644,2025-09-16,35.89,135.0,Überweisung,Regular,Yes
40742,6644,2024-05-10,48.76,125.0,SEPA-Lastschrift,Regular,Yes
40743,6644,2025-12-12,45.72,132.0,SEPA-Lastschrift,Regular,No
40744,6644,2023-10-04,30.09,117.0,SEPA-Lastschrift,Regular,Yes
40745,6644,2023-04-11,40.17,121.0,SEPA-Lastschrift,Regular,No
40746,6644,2024-06-20,18.61,126.0,Überweisung,Regular,Yes
40747,6644,2024-05-10,49.34,125.0,SEPA-Lastschrift,Regular,Yes
40748,6644,2023-11-10,48.69,116.0,SEPA-Lastschrift,Regular,No
40749,6644,2026-01-25,27.36,144.0,SEPA-Lastschrift,Regular,Yes
40750,6644,2023-02-18,50.94,120.0,SEPA-Lastschrift,Regular,No
40751,6645,2024-08-05,18.53,,Überweisung,One-off,Yes
40752,6645,2025-03-31,5.0,133.0,Überweisung,One-off,No
40753,6645,2025-07-06,12.94,138.0,PayPal,One-off,No
40754,6645,2025-04-05,16.7,133.0,Kreditkarte,One-off,Yes
40755,6646,2026-02-04,18.89,,SEPA-Lastschrift,Regular,Yes
40756,6646,2026-06-30,15.05,146.0,Überweisung,Regular,Yes
40757,6646,2026-04-05,24.77,145.0,SEPA-Lastschrift,Regular,Yes
40758,6646,2026-10-12,31.3,141.0,SEPA-Lastschrift,Regular,No
40759,6646,2026-05-25,23.21,142.0,SEPA-Lastschrift,Regular,Yes
40760,6648,2022-11-13,48.48,,SEPA-Lastschrift,One-off,No
40761,6648,2024-05-11,49.43,126.0,Kreditkarte,One-off,Yes
40762,6648,2026-04-07,29.54,145.0,SEPA-Lastschrift,One-off,Yes
40763,6648,2026-11-06,35.77,143.0,Überweisung,One-off,No
40764,6648,2026-07-04,48.49,146.0,PayPal,One-off,No
40765,6648,2025-05-16,48.28,139.0,PayPal,One-off,No
40766,6648,2024-03-21,29.25,129.0,Überweisung,One-off,No
40767,6648,2026-03-18,42.8,145.0,SEPA-Lastschrift,One-off,Yes
40768,6648,2023-11-24,40.28,116.0,SEPA-Lastschrift,One-off,Yes
40769,6648,2026-11-20,59.33,143.0,SEPA-Lastschrift,One-off,No
40770,6648,2023-06-28,35.34,122.0,Überweisung,One-off,Yes
40771,6648,2023-06-13,41.6,123.0,SEPA-Lastschrift,One-off,No
40772,6649,2026-09-28,79.12,,SEPA-Lastschrift,One-off,Yes
40773,6650,2026-06-26,14.43,,Kreditkarte,One-off,No
40774,6651,2026-08-11,126.21,,Überweisung,One-off,Yes
40775,6652,2022-08-02,16.95,,SEPA-Lastschrift,One-off,Yes
40776,6653,2026-04-22,17.91,,SEPA-Lastschrift,One-off,No
40777,6653,2026-12-30,13.85,140.0,Überweisung,One-off,No
40778,6656,2025-09-14,35.22,,SEPA-Lastschrift,One-off,No
40779,6657,2026-04-09,30.3,,SEPA-Lastschrift,One-off,Yes
40780,6658,2022-08-17,51.45,,SEPA-Lastschrift,One-off,No
40781,6659,2026-04-20,20.77,,SEPA-Lastschrift,Regular,No
40782,6659,2026-05-14,23.07,147.0,SEPA-Lastschrift,One-off,No
40783,6659,2026-06-16,26.92,142.0,Kreditkarte,Regular,Yes
40784,6659,2026-10-18,36.5,141.0,SEPA-Lastschrift,Regular,No
40785,6663,2026-10-10,32.35,,Überweisung,One-off,Yes
40786,6664,2024-06-09,62.99,,SEPA-Lastschrift,One-off,Yes
40787,6664,2025-12-16,30.89,132.0,Überweisung,One-off,Yes
40788,6664,2026-08-09,136.32,146.0,SEPA-Lastschrift,One-off,No
40789,6664,2026-04-16,79.08,145.0,SEPA-Lastschrift,One-off,Yes
40790,6664,2025-04-02,41.19,133.0,Überweisung,One-off,Yes
40791,6664,2026-07-31,57.82,146.0,PayPal,One-off,Yes
40792,6664,2025-03-26,94.67,133.0,SEPA-Lastschrift,One-off,Yes
40793,6665,2023-07-23,36.94,,Überweisung,One-off,No
40794,6665,2025-04-05,57.77,137.0,PayPal,One-off,Yes
40795,6665,2023-09-05,31.57,117.0,Überweisung,One-off,No
40796,6665,2025-07-09,26.26,138.0,Überweisung,One-off,No
40797,6665,2026-10-08,34.33,143.0,PayPal,One-off,Yes
40798,6665,2024-03-26,31.72,129.0,SEPA-Lastschrift,One-off,No
40799,6667,2025-09-19,13.47,,Kreditkarte,One-off,No
40800,6668,2026-08-30,21.21,,SEPA-Lastschrift,One-off,Yes
40801,6669,2023-08-08,6.41,,Kreditkarte,One-off,No
40802,6670,2026-11-04,8.44,,Kreditkarte,One-off,Yes
40803,6671,2022-02-22,7.19,,SEPA-Lastschrift,One-off,Yes
40804,6671,2023-06-13,10.13,123.0,SEPA-Lastschrift,One-off,No
40805,6671,2026-12-17,9.82,140.0,Kreditkarte,One-off,No
40806,6671,2024-09-12,11.27,127.0,Überweisung,One-off,Yes
40807,6671,2023-07-07,5.84,118.0,SEPA-Lastschrift,One-off,Yes
40808,6671,2023-12-19,9.24,116.0,Überweisung,One-off,Yes
40809,6671,2023-02-21,10.78,120.0,Überweisung,One-off,Yes
40810,6671,2025-03-23,6.83,133.0,PayPal,One-off,Yes
40811,6671,2022-07-17,8.97,114.0,SEPA-Lastschrift,One-off,Yes
40812,6672,2023-01-06,25.68,,PayPal,One-off,No
40813,6672,2023-03-18,24.44,120.0,Überweisung,One-off,No
40814,6672,2023-06-15,17.18,118.0,SEPA-Lastschrift,One-off,No
40815,6673,2025-05-06,145.72,,PayPal,One-off,No
40816,6675,2023-02-02,8.07,,SEPA-Lastschrift,One-off,Yes
40817,6675,2026-07-25,7.07,146.0,SEPA-Lastschrift,One-off,Yes
40818,6675,2023-05-20,5.98,118.0,Überweisung,One-off,Yes
40819,6675,2026-02-16,5.0,144.0,Überweisung,One-off,No
40820,6675,2023-09-10,9.56,117.0,Überweisung,One-off,Yes
40821,6675,2023-04-09,6.2,121.0,SEPA-Lastschrift,One-off,No
40822,6675,2026-11-28,6.49,140.0,Kreditkarte,One-off,Yes
40823,6676,2025-01-01,7.67,,Überweisung,One-off,Yes
40824,6677,2024-09-08,63.13,,Kreditkarte,One-off,Yes
40825,6677,2025-02-19,51.98,136.0,Überweisung,One-off,Yes
40826,6677,2026-12-12,61.05,140.0,SEPA-Lastschrift,One-off,No
40827,6677,2026-05-17,58.77,142.0,SEPA-Lastschrift,One-off,No
40828,6677,2025-07-03,42.05,138.0,SEPA-Lastschrift,One-off,Yes
40829,6677,2026-02-01,64.46,144.0,SEPA-Lastschrift,One-off,No
40830,6677,2025-05-16,34.25,139.0,SEPA-Lastschrift,One-off,Yes
40831,6677,2025-04-10,72.89,133.0,SEPA-Lastschrift,One-off,Yes
40832,6677,2026-12-15,52.8,140.0,Überweisung,One-off,Yes
40833,6677,2026-11-21,30.12,140.0,Kreditkarte,One-off,No
40834,6677,2026-01-17,62.01,144.0,SEPA-Lastschrift,One-off,No
40835,6677,2025-11-28,63.25,132.0,Überweisung,One-off,No
40836,6677,2025-04-08,69.15,133.0,Überweisung,One-off,Yes
40837,6678,2024-06-26,48.64,,SEPA-Lastschrift,One-off,No
40838,6679,2022-03-24,21.4,,PayPal,One-off,Yes
40839,6679,2025-04-01,30.63,133.0,SEPA-Lastschrift,One-off,Yes
40840,6679,2023-01-25,32.33,120.0,SEPA-Lastschrift,One-off,Yes
40841,6679,2026-01-12,22.36,144.0,SEPA-Lastschrift,One-off,Yes
40842,6681,2025-09-19,8.7,,PayPal,One-off,Yes
40843,6682,2024-03-23,28.35,,Überweisung,One-off,Yes
40844,6683,2022-04-30,23.94,,SEPA-Lastschrift,Regular,Yes
40845,6683,2023-10-10,8.7,117.0,SEPA-Lastschrift,Regular,No
40846,6683,2026-02-12,22.8,144.0,SEPA-Lastschrift,Regular,Yes
40847,6683,2024-12-12,17.65,124.0,SEPA-Lastschrift,Regular,Yes
40848,6683,2026-01-23,30.21,144.0,SEPA-Lastschrift,Regular,Yes
40849,6683,2026-11-03,17.99,143.0,SEPA-Lastschrift,Regular,Yes
40850,6683,2023-10-16,23.18,117.0,PayPal,Regular,No
40851,6683,2023-03-30,10.47,121.0,SEPA-Lastschrift,Regular,No
40852,6683,2023-04-03,26.35,,SEPA-Lastschrift,Regular,No
40853,6683,2024-07-11,18.19,130.0,SEPA-Lastschrift,Regular,Yes
40854,6683,2024-06-21,23.03,126.0,SEPA-Lastschrift,Regular,Yes
40855,6683,2026-09-26,21.3,141.0,SEPA-Lastschrift,One-off,Yes
40856,6683,2023-06-12,22.68,123.0,SEPA-Lastschrift,Regular,Yes
40857,6683,2023-06-21,13.57,118.0,SEPA-Lastschrift,Regular,No
40858,6683,2024-07-21,19.64,130.0,SEPA-Lastschrift,One-off,Yes
40859,6683,2026-07-26,28.97,146.0,SEPA-Lastschrift,Regular,Yes
40860,6683,2022-05-24,5.0,110.0,SEPA-Lastschrift,Regular,No
40861,6683,2022-11-15,20.12,108.0,SEPA-Lastschrift,Regular,No
40862,6683,2025-06-19,24.07,138.0,SEPA-Lastschrift,Regular,Yes
40863,6683,2023-11-01,25.03,119.0,SEPA-Lastschrift,Regular,No
40864,6683,2023-11-11,16.52,116.0,SEPA-Lastschrift,One-off,No
40865,6683,2024-04-29,23.71,125.0,SEPA-Lastschrift,Regular,Yes
40866,6683,2024-05-10,18.5,131.0,SEPA-Lastschrift,Regular,No
40867,6683,2022-10-07,12.77,111.0,SEPA-Lastschrift,Regular,No
40868,6683,2026-11-11,17.64,140.0,PayPal,Regular,No
40869,6683,2026-04-11,21.22,145.0,SEPA-Lastschrift,Regular,No
40870,6683,2026-01-16,13.32,144.0,SEPA-Lastschrift,Regular,No
40871,6683,2022-05-16,23.38,110.0,SEPA-Lastschrift,Regular,No
40872,6686,2025-01-31,41.0,,PayPal,One-off,Yes
40873,6686,2025-11-15,22.64,132.0,SEPA-Lastschrift,One-off,No
40874,6686,2026-07-11,39.75,146.0,SEPA-Lastschrift,One-off,Yes
40875,6687,2025-11-08,5.0,,Überweisung,One-off,No
40876,6688,2026-01-12,92.72,,SEPA-Lastschrift,One-off,No
40877,6688,2026-09-23,88.23,141.0,Kreditkarte,One-off,No
40878,6689,2026-09-15,28.91,,Überweisung,One-off,Yes
40879,6690,2023-08-13,14.48,,SEPA-Lastschrift,One-off,No
40880,6690,2026-01-29,16.29,144.0,Überweisung,Regular,No
40881,6690,2024-12-11,14.64,124.0,SEPA-Lastschrift,Regular,Yes
40882,6690,2026-06-20,11.71,142.0,Kreditkarte,Regular,Yes
40883,6690,2024-07-28,9.07,130.0,SEPA-Lastschrift,Regular,No
40884,6690,2024-09-08,9.94,127.0,SEPA-Lastschrift,Regular,Yes
40885,6690,2025-05-18,23.93,134.0,SEPA-Lastschrift,Regular,Yes
40886,6690,2023-10-07,5.95,117.0,SEPA-Lastschrift,Regular,Yes
40887,6690,2024-07-13,13.21,126.0,SEPA-Lastschrift,One-off,Yes
40888,6690,2024-03-01,20.29,128.0,SEPA-Lastschrift,Regular,No
40889,6690,2026-03-26,15.77,145.0,SEPA-Lastschrift,Regular,Yes
40890,6690,2025-03-31,16.18,133.0,Überweisung,Regular,No
40891,6690,2024-05-09,6.28,131.0,SEPA-Lastschrift,One-off,No
40892,6690,2026-02-18,16.62,144.0,SEPA-Lastschrift,Regular,Yes
40893,6690,2026-05-12,13.12,147.0,SEPA-Lastschrift,Regular,Yes
40894,6690,2025-05-17,16.96,139.0,PayPal,Regular,Yes
40895,6691,2023-03-04,40.64,,SEPA-Lastschrift,One-off,No
40896,6692,2022-04-27,6.12,,SEPA-Lastschrift,One-off,No
40897,6693,2026-06-04,82.17,,SEPA-Lastschrift,Regular,No
40898,6693,2026-07-15,115.67,,SEPA-Lastschrift,Regular,No
40899,6693,2026-09-30,96.5,141.0,SEPA-Lastschrift,Regular,Yes
40900,6694,2022-02-05,7.93,,SEPA-Lastschrift,One-off,Yes
40901,6694,2023-02-23,8.65,120.0,SEPA-Lastschrift,One-off,No
40902,6694,2023-06-28,10.67,118.0,SEPA-Lastschrift,One-off,No
40903,6694,2022-08-20,7.86,114.0,Kreditkarte,One-off,No
40904,6695,2025-09-28,31.54,,PayPal,One-off,Yes
40905,6696,2024-07-03,24.25,,SEPA-Lastschrift,One-off,No
40906,6696,2025-10-28,18.86,135.0,Kreditkarte,One-off,No
40907,6697,2025-01-18,21.7,,SEPA-Lastschrift,Regular,Yes
40908,6697,2026-09-20,33.29,143.0,SEPA-Lastschrift,One-off,No
40909,6697,2026-12-24,35.97,140.0,SEPA-Lastschrift,Regular,Yes
40910,6697,2026-07-12,29.56,146.0,Kreditkarte,Regular,No
40911,6697,2025-09-28,28.43,135.0,SEPA-Lastschrift,Regular,No
40912,6697,2025-10-26,36.4,135.0,PayPal,Regular,No
40913,6697,2026-12-05,24.26,140.0,SEPA-Lastschrift,Regular,Yes
40914,6697,2026-04-01,10.99,145.0,Überweisung,Regular,Yes
40915,6697,2025-03-27,43.95,133.0,SEPA-Lastschrift,Regular,Yes
40916,6697,2026-11-18,23.47,140.0,SEPA-Lastschrift,Regular,Yes
40917,6697,2026-03-21,23.62,144.0,Überweisung,Regular,No
40918,6698,2026-02-03,27.85,,SEPA-Lastschrift,One-off,Yes
40919,6699,2023-11-06,107.11,,SEPA-Lastschrift,Regular,Yes
40920,6699,2025-07-17,163.9,138.0,SEPA-Lastschrift,Regular,Yes
40921,6699,2026-04-09,89.0,145.0,SEPA-Lastschrift,Regular,Yes
40922,6699,2026-08-09,102.26,146.0,SEPA-Lastschrift,Regular,No
40923,6699,2024-07-02,55.5,126.0,SEPA-Lastschrift,Regular,Yes
40924,6699,2024-03-22,148.09,129.0,SEPA-Lastschrift,Regular,No
40925,6699,2025-03-28,86.73,133.0,PayPal,Regular,No
40926,6699,2024-04-27,182.15,125.0,SEPA-Lastschrift,Regular,No
40927,6699,2026-05-31,106.94,142.0,SEPA-Lastschrift,Regular,No
40928,6699,2024-05-09,103.03,125.0,SEPA-Lastschrift,Regular,Yes
40929,6699,2025-04-02,49.23,133.0,SEPA-Lastschrift,Regular,Yes
40930,6699,2024-03-21,94.93,129.0,SEPA-Lastschrift,Regular,Yes
40931,6700,2026-06-03,38.57,,SEPA-Lastschrift,One-off,Yes
40932,6701,2023-02-19,41.93,,PayPal,One-off,No
40933,6702,2025-04-03,50.79,,PayPal,One-off,No
40934,6703,2026-07-30,54.0,,Überweisung,One-off,Yes
40935,6704,2024-08-29,40.4,,PayPal,One-off,Yes
40936,6704,2026-04-03,31.95,145.0,Überweisung,One-off,Yes
40937,6704,2025-07-25,17.08,138.0,Kreditkarte,One-off,Yes
40938,6704,2026-09-21,38.4,141.0,Überweisung,One-off,No
40939,6704,2026-12-14,48.06,140.0,Überweisung,One-off,No
40940,6704,2026-08-14,61.69,146.0,Kreditkarte,One-off,No
40941,6704,2025-11-01,72.72,135.0,SEPA-Lastschrift,One-off,Yes
40942,6704,2024-12-18,57.5,124.0,Überweisung,One-off,Yes
40943,6704,2026-01-05,17.38,144.0,SEPA-Lastschrift,One-off,Yes
40944,6704,2025-07-06,43.66,138.0,PayPal,One-off,Yes
40945,6704,2026-10-17,54.11,141.0,SEPA-Lastschrift,One-off,Yes
40946,6705,2024-08-29,35.44,,Kreditkarte,One-off,No
40947,6706,2024-10-26,21.6,,Überweisung,One-off,No
40948,6707,2024-07-05,18.98,,PayPal,One-off,No
40949,6708,2024-02-28,51.85,,PayPal,One-off,No
40950,6708,2025-05-17,39.94,134.0,Kreditkarte,One-off,No
40951,6708,2024-11-28,41.12,124.0,SEPA-Lastschrift,One-off,No
